item_id,backtest_window,backtestwindow_start_time,backtestwindow_end_time,wQL[0.65],wQL[0.9],RMSE,WAPE
31034,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.8072852519079999,0.7044988116939999,0.5898688606152032,8.7698123773
31246,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.3537293257311428,0.24667846002771426,1.5942080221442017,26.927287118300008
31205,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,0.6254454692055715,0.4265446556902858,3.4779645882676,40.84684897949999
31005,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,0.7309116819863889,0.5594638364827778,2.0358450298928363,29.995426028799997
31208,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.7453635905752499,0.5360456893679999,1.602584024442071,23.7597433778
31218,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.5724507231643208,0.3154925473086419,3.1267359911185792,51.799190483
32011,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,1.11304222295,1.0492639199600002,0.1954983522331592,0.9917652807999999
31224,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,0.46904664474125,0.311067025763125,1.1382306462139582,18.318891540899997
31918,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,1.7225848615619999,1.6974182688600004,0.5748679554705305,6.779953163699998
32018,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,1.3076915026600002,1.8027150504400002,0.20402828329943676,1.0091709774000002
31641,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,0.38781822675742866,0.1938598064551428,1.6352147924581606,25.6429323266
32201,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,0.004609886399999999,0.00248465748,2.295408381527212E-4,0.0053249227
32216,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,1.31448693766,1.8033978819000003,0.20433867334660358,1.0214240131999999
31267,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.40149445593162797,0.2316580845025581,2.455843977824618,40.71151518460001
32210,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.01781609362,0.004425490699999999,0.001269398449987087,0.0278866736
31051,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.993775508451111,0.8380456808488886,0.6959303230059499,8.276332646200002
31408,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.6648251417252381,0.4842510971714285,1.3402840477236517,18.2846653805
31257,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.4955260462292207,0.25266200842883113,2.0969654863717526,38.8236077001
32008,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,1.3168731999566665,1.7993961022266667,0.49917647908879187,6.079754932699999
31275,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,0.5106450015139999,0.30711752533133324,1.6981415142812066,28.6067093825
32033,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,1.18749237066,1.20089837256,0.1978540020921805,0.9747892392
31095,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,1.3147311572700002,1.8125734415,0.2041546495339996,1.0155656386000003
32062,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,0.09909723811,0.026107183059999994,0.005890546642048466,0.1386306921
31291,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,0.7779909772775001,0.53066198025,1.6748503091353468,25.9991327751
31621,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,1.0747380751131432,0.9161277052085715,2.216285749364334,34.25249858789999
31605,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,0.739637775707143,0.5614207298200001,1.4036678751111067,20.9922442672
31069,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,1.1594713674118184,0.9022840954581817,0.8712008745441766,11.9717250085
31909,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,1.274422375745,1.4533414240933336,0.5640972642037732,6.4799061576
31503,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,0.7460866120634375,0.4767452006068749,1.6682501836426078,26.751956573700003
31516,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,0.95134944468,0.803798233202353,0.9685350549663239,15.9623485309
31200,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,0.8020495717036793,0.6168276848779245,4.322277509683656,71.69060129389999
31622,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.72258233733375,0.5589310440979166,3.7936341371882376,34.870626127399994
31800,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,1.32775595043,1.79212620836,0.3554994210366183,3.1243429458999996
31320,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,not defined,not defined,not defined,not defined
31125,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,0.6223082047347047,0.32431476092122163,2.0401757140270385,30.46903747442
31521,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,1.0638169975106666,1.4508532452773335,0.19339021050408842,1.2293937695800001
31051,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.993775508451111,0.8380456808488886,0.6959303230059499,8.276332646200002
32062,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,0.09909723811,0.026107183059999994,0.005890546642048466,0.1386306921
31291,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,0.7779909772775001,0.53066198025,1.6748503091353468,25.9991327751
32033,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,1.18749237066,1.20089837256,0.1978540020921805,0.9747892392
31095,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,1.3147311572700002,1.8125734415,0.2041546495339996,1.0155656386000003
31275,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,0.5106450015139999,0.30711752533133324,1.6981415142812066,28.6067093825
31294,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,0.8708923075067743,0.8160297279290321,2.231221992851349,27.221300457199998
31622,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.72258233733375,0.5589310440979166,3.7936341371882376,34.870626127399994
31800,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,1.32775595043,1.79212620836,0.3554994210366183,3.1243429458999996
31320,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,not defined,not defined,not defined,not defined
32035,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,1.21471436836,1.33492239246,0.2890149271000854,2.0190674081999997
31023,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,0.6939366676223531,0.33378543896000007,0.8824982797813479,12.3258370644
31222,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,0.5600516188595284,0.26157953161377356,3.665573766458382,52.521984562
32025,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.8904386497862501,0.691286181065,0.6728988421439759,6.305554973500001
31411,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,1.2933372742285716,1.7195953293942856,0.5407297775698994,7.108071398000002
31123,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.7063005963317951,0.39824786272410256,1.4373472775855414,24.498022918700006
31034,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.8072852519079999,0.7044988116939999,0.5898688606152032,8.7698123773
32029,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,1.140592484622,1.2584494298559998,0.529917683944165,5.1105835956
31038,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,1.261520318138,1.5227937243360001,0.7593644244953356,9.955991464299998
31284,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,0.6962588243072223,0.7240782776588889,1.1478595116836203,14.4291621436
31069,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,1.1594713674118184,0.9022840954581817,0.8712008745441766,11.9717250085
32222,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,0.0046030579000000005,0.0025002536199999993,2.3315708364211776E-4,0.0052765096
32028,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,1.3085049936766666,1.8082322659366667,0.7069065756616723,6.014318695599998
31703,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,1.3066590936300002,1.80436782794,0.2041404654860634,1.0057896942
31700,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,1.4143289736400004,1.8461765239199996,0.20329952055318343,1.1140088477000003
31257,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.4955260462292207,0.25266200842883113,2.0969654863717526,38.8236077001
32008,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,1.3168731999566665,1.7993961022266667,0.49917647908879187,6.079754932699999
31408,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.6648251417252381,0.4842510971714285,1.3402840477236517,18.2846653805
31067,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,1.156678528081667,1.3581164240733334,0.6317493418146792,6.2513907718000015
31230,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,0.4800006261226423,0.2805562055766374,3.027206185865159,42.53462244206
32004,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,0.8306918534550002,1.1379086735409998,0.30277807620128167,1.9540269926400005
31018,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,1.137272658752486,1.2105577156805716,0.6240972421569755,6.936020266919999
31246,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.3537293257311428,0.24667846002771426,1.5942080221442017,26.927287118300008
31900,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,1.2184804514266672,1.566610081093333,0.3478726671394811,2.9741621783999994
31924,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,1.3065012708893335,1.7513283734706668,1.0068751688931539,15.193238542700001
32069,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,0.07867974800000002,0.048126164559999976,0.003753425006892682,0.0852622519
31602,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,0.5655917317746764,0.3841762673173066,1.7599636763997109,30.297174561579993
31806,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,1.3019787878833335,1.7987809675866668,0.4563713236049486,3.0072562721000002
31636,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.7182403924944231,0.43476848278461533,2.141427494397028,34.9960001132
31641,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,0.38781822675742866,0.1938598064551428,1.6352147924581606,25.6429323266
32201,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,0.004609886399999999,0.00248465748,2.295408381527212E-4,0.0053249227
31224,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,0.46904664474125,0.311067025763125,1.1382306462139582,18.318891540899997
31918,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,1.7225848615619999,1.6974182688600004,0.5748679554705305,6.779953163699998
32018,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,1.3076915026600002,1.8027150504400002,0.20402828329943676,1.0091709774000002
32043,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,1.2823714777677777,1.7291914254711112,0.7842572142099938,8.8827270353
31087,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,1.0867904377250002,1.0301052998833333,0.5919163189128291,5.2695869502
31245,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,0.6187424352577359,0.47981253533735846,1.7639531355411473,29.584847623400005
31501,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,1.279570754701606,1.4771387631994461,0.7996674403216026,9.04402010172
31504,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,1.0221352868165174,0.8422226758643774,0.9263869403224753,12.99017917112
31908,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,1.31724947553,1.8089241207800002,0.20429191616157205,1.0227077158000002
31635,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,1.0677714104323077,0.817215684096923,0.9451354813961949,11.8084735093
31705,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,0.09706838556999998,0.027943096639999995,0.00566313597811475,0.132313399
31259,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,0.6726352043577779,0.5964699738577777,0.4118091655585258,5.1882151604999995
32036,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,1.3028801715225,1.7474313744525,0.6476230202843887,8.0609084526
32066,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,1.3039200964100002,1.8016397178400003,0.20410782435195277,1.0048288679000001
31904,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,1.1318865650766667,0.7974237378999999,0.3955829053261087,3.7688128813999997
32203,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,1.3754569408100001,1.8254756815000004,0.2031207773430024,1.0874771463
31267,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.40149445593162797,0.2316580845025581,2.455843977824618,40.71151518460001
32216,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,1.31448693766,1.8033978819000003,0.20433867334660358,1.0214240131999999
32210,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.01781609362,0.004425490699999999,0.001269398449987087,0.0278866736
31263,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,0.6246726517304169,0.3584988543102778,3.387212110171914,47.0744132061
31903,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,1.3347751094671432,1.7888688833057143,0.8873386843215217,7.242956093499999
31301,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,1.3886261560463264,1.1142835509216549,0.8809535303026269,12.62889501572
32058,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,1.2949726225055331,1.5565708340356,0.554036865910667,5.1522974151
32065,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,1.082127142769,1.4111570789160002,0.1808635959504036,1.0619153405200001
31631,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,1.0196732581008334,0.8194994258758331,1.750338606713923,19.0053390731
31403,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,1.3387008786599999,1.193025867595,0.4379775681316527,5.2415341083000015
32041,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,0.09561901375000001,0.025610137039999998,0.006331053241347221,0.14144632029999998
31626,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,0.8773426214831995,0.7592681947007999,1.797909080555372,21.0725284621
31091,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,0.79663854548125,0.51763614169,0.827550339543318,6.6251218419999995
31052,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,1.0987760955900003,1.1289545201353848,1.044855542583486,14.5229556195
31024,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,0.7545923556989658,0.4108039368496551,1.7313935491787882,25.5005808737
31912,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,1.3756938282300002,1.82664352236,0.20375948811280176,1.0966357657999999
32224,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,1.31394419564,1.8074920207,0.20412819062894427,1.0111960076
31049,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,1.422734940286,1.7512363871079994,0.48145165614714286,6.557744004500001
31040,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,1.011380130705,0.610809351474,0.6185852269822092,8.5045405289
31637,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.6559645629664517,0.47267614827612897,2.7574735008574676,45.2005395674
31043,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,1.0451056791425,1.100651097395,0.5672683490336601,7.2683905206000015
31041,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,1.04414560326,0.8597019291536843,1.4055587552288256,17.946628496699997
32038,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,1.44588587759,0.7920767251799998,0.17610433019517907,1.2569908531
31281,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.541814627675294,0.39564774560176463,2.59313106797148,41.191036052399994
31702,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,1.3548949075149999,1.8190915338199998,0.40564342426451744,2.1148315493
31610,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.5442316490363637,0.3878081893115152,2.283231356257057,31.8885079074
32037,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.08788600964,0.029043200899999993,0.005434082525103504,0.1276937196
31203,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,0.5425712059470329,0.3481168221687912,2.6674323855004376,41.9501753567
31280,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,0.7729042593905456,0.46384458313490906,2.739298319416568,40.0377088367
31124,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,0.5772364497177144,0.4488703110405714,3.2584487619196065,39.8025810156
31302,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,0.5239120874330302,0.3047463772,1.0696927798732134,17.700109596300003
31233,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,0.4598301576123256,0.2130031874555814,3.093353660091886,40.3187155026
31102,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,0.726678692276415,0.5283617228418868,2.9437754530642546,39.1131680421
31629,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,0.763147814329,0.537542513472,1.8667071328330902,29.674343048800004
31044,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,1.3745438142425004,1.5280019606375002,0.6411268056313504,10.050123845100002
31033,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,1.21394913063,1.46352693673,0.2860401810968268,2.0290522773000004
31258,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,0.5154121924676912,0.331612484646067,6.154145036525129,98.82239957942001
31225,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,0.7356894271764677,0.5976842661542442,1.6986410480939953,27.301886433499998
31608,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,0.830457921744933,0.5737385838895073,1.265963857470255,20.427612236539996
31019,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,1.0330684112488675,0.9703435439009223,1.16473782324456,15.36253357726
32206,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.09195499053,0.02940316732,0.005296616969007672,0.1202470891
31902,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,1.088433105425,0.94613511993,0.6693949213013595,5.457319883599999
31055,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,1.3308599884424999,1.7931919404749999,0.5000292444152912,4.0537078831
31627,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.46658313002636365,0.29181734323909087,2.438044012096672,32.4612546125
31056,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,1.3276618807975002,1.7186930001049998,0.40484774307586224,4.045563018800001
31289,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,0.5420280447768235,0.3375659138627059,6.033379223152984,89.2963568828
31644,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,1.1866566362389999,0.9489106811739998,0.9416459259773443,13.650015214499998
31031,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,1.2008519533400002,0.5683586211066666,0.9869178964384737,12.965329272300002
32061,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.1266652289,0.07247571851999998,0.0062787604457730595,0.14209829859999995
31278,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.388769656272125,0.20716369213399993,2.2970390619779906,33.050481074699995
31003,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.8056744605223078,0.42376179825307686,1.1749209003317977,19.3666762311
32020,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,1.2916726831399996,1.4506205229199998,0.20359299092059668,1.0236117508
31701,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,1.3083173214900001,1.8030462940800003,0.204045388875802,1.0087132260999998
31045,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,1.1823921617650002,1.5312080264066668,0.550963853113025,5.9865344814000006
32012,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,1.150145106878857,1.299040263878457,0.5400688180772243,6.134596052720001
31050,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,0.9539165510090534,0.8645439904933045,0.8129297115269702,7.0265469750400005
31913,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,1.133962148391,1.3709415130085776,0.6939650294177082,6.5248416344799995
32032,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,1.3021598243433332,1.8008082399533338,0.45632138007545625,3.006188611200001
31207,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.9033995234133333,0.5197445021499999,0.6266081181176861,9.667763264400001
31088,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,1.1322113182550002,1.33758571554,0.790960652108999,9.2940873017
31219,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.5353511959148683,0.35975993990368427,2.2341648482793453,35.082258342500005
31923,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.12260857917,0.07146585715999998,0.00509477774318343,0.11010841390000001
31517,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,0.771659070586,0.421442751035,1.089256451500045,16.5302282132
31611,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,0.6379402641226191,0.37936751166714283,2.1008629266286345,30.252259938399998
31229,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,0.5696397226216326,0.34968663369775516,4.21081337454654,54.240511741499986
32016,Computed,2017-06-20T00:00:00,2017-06-20T23:00:00,1.3062032277600002,1.80351298742,0.20423339501544172,1.0061009126
31089,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,0.7110829128899117,0.40356702875493344,2.139551465500877,30.545028981379993
31630,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,0.7659732383196295,0.5756873638731879,1.4231183709845288,20.100168992599997
31282,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,0.6887230962034974,0.4357466063679438,1.8985190797423612,29.6163819369
31002,Summary,2017-06-19T00:00:00,2017-06-23T23:00:00,0.7750402180200842,0.48411396278701835,1.3249082419638758,18.94733891004
32006,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.85617395163,0.3826593322599999,0.13640273830969857,0.8073946207000001
32205,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,1.1298362349000002,1.2152013596533335,0.5448074160677636,6.305708823
31625,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.571129360525814,0.23261096501162787,1.4402932906337311,26.354817114299998
31920,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,1.1700676440337499,1.2557764134374994,1.1024453244869388,8.045296267
31009,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.5300498218217647,0.4443623381694118,0.6648536393500545,9.3877698465
31638,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.36613961005133333,0.24569246101955555,1.1670969695523985,20.472672433400003
31619,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.3752966785335937,0.23773741467031248,1.7509166887177525,27.782124942599996
31239,Computed,2017-06-22T00:00:00,2017-06-22T23:00:00,0.43509245750844155,0.2791662516036363,1.9393716133473036,32.0785968787
32002,Computed,2017-06-19T00:00:00,2017-06-19T23:00:00,1.577835636012,1.2926981417959997,0.5960062401399674,6.9231368168000005
32051,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,1.2759550695416666,1.6628244071266665,0.7046727164507675,5.9997888296
32067,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,1.2513482987400002,1.1201969783600003,0.18208957167049536,0.9305812281999999
31000,Computed,2017-06-23T00:00:00,2017-06-23T23:00:00,1.1090646514042857,0.8745413270085715,0.5562605295369973,7.415225467099999
31202,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.4913737292939743,0.2541319420938461,2.228866179614698,39.9899485727
31013,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.9959597369311114,0.838474656951111,0.6497126803781365,7.9090106405
31274,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.6554132747388374,0.3725417237818604,1.999094056798145,31.761217601200002
31519,Computed,2017-06-21T00:00:00,2017-06-21T23:00:00,0.6890621725695001,0.440880510679,2.1880770479081884,29.739642195600005
